Steps,Policy/Entropy,Policy/Extrinsic Value Estimate,Policy/Curiosity Value Estimate,Environment/Episode Length,Environment/Cumulative Reward,Policy/Extrinsic Reward,Policy/Curiosity Reward,Is Training
2360000,2.3264508,0.19409147,0.480301,502.1081081081081,1.1237527820727944,1.1237527820727944,2.3149695529136807,1.0
2380000,2.3095462,0.24314575,0.49404144,453.4347826086956,0.9227531943841778,0.9227531943841778,2.1030757109376976,1.0
2400000,2.2793465,0.30788094,0.5098337,320.3,0.5953266565940187,0.5953266565940187,1.4698620260693134,1.0
2420000,2.3082669,0.20650657,0.49945626,380.7843137254902,0.5280451089892463,0.5280451089892463,1.6931413592880262,1.0
2440000,2.2855003,0.2891081,0.5040453,365.31481481481484,1.214257404118716,1.214257404118716,1.6200863944142367,1.0
2460000,2.2215226,0.32540026,0.50400394,428.75471698113205,1.0034735911714687,1.0034735911714687,1.9702196654529784,1.0
2480000,2.237772,0.38933948,0.5218607,333.5238095238095,1.104449195403879,1.104449195403879,1.52786213413827,1.0
2500000,2.264797,0.28719875,0.5142895,347.38,0.7386204204471587,0.7386204204471587,1.7042397181503475,1.0
2520000,2.270845,0.3403915,0.5230635,349.6,1.004237520362949,1.004237520362949,1.6085863907688431,1.0
2540000,2.412564,0.23632626,0.5157844,599.125,0.7265937543670589,0.7265937543670589,2.7697971230372787,1.0
2560000,2.4079483,0.29350662,0.54326767,364.6190476190476,0.7977714333406073,0.7977714333406073,1.7378339777951912,1.0
2580000,2.3618486,0.34065878,0.54426265,463.1219512195122,1.3654804851025024,1.3654804851025024,2.098164241579248,1.0
2600000,2.2626488,0.38543642,0.52935666,403.4255319148936,1.2469674012125167,1.2469674012125167,1.8011893775192616,1.0
2620000,2.2446346,0.34004113,0.51896995,458.3333333333333,0.9597413198903466,0.9597413198903466,2.0471808338618795,1.0
2640000,2.2657115,0.39544815,0.5395632,354.9019607843137,1.378223531751656,1.378223531751656,1.511542446363498,1.0
2660000,2.2631621,0.293832,0.5252329,355.2758620689655,0.7207737705244713,0.7207737705244713,1.7462514117283776,1.0
2680000,2.217376,0.35221478,0.5358431,339.03389830508473,1.0376362059644728,1.0376362059644728,1.5894797179398352,1.0
2700000,2.2345443,0.31614432,0.5281565,303.4193548387097,0.8928587223492778,0.8928587223492778,1.3490379381451816,1.0
2720000,2.2596407,0.359581,0.545689,374.25,1.1784211510519247,1.1784211510519247,1.6455307431841413,1.0
2740000,2.195241,0.45255628,0.55720836,308.64383561643837,1.3403849513995563,1.3403849513995563,1.3962832869936341,1.0
2760000,2.2395594,0.34559602,0.5416064,313.2830188679245,0.8608773672340421,0.8608773672340421,1.3409555443246268,1.0
2780000,2.1975088,0.4257498,0.5440731,325.1060606060606,1.041292319664857,1.041292319664857,1.4208681610341256,1.0
2800000,2.2388406,0.4311839,0.55697036,296.6619718309859,1.1625194452636707,1.1625194452636707,1.340907867713314,1.0
2820000,2.246934,0.31978524,0.5045967,316.76190476190476,0.8325095283457019,0.8325095283457019,1.3377995161147462,1.0
2840000,2.2724423,0.44192287,0.5523211,263.9868421052632,0.37888026978256867,0.37888026978256867,1.1922216251382212,1.0
2860000,2.276289,0.35949174,0.5536478,260.43243243243245,0.5372657499583885,0.5372657499583885,1.2495217323271328,1.0
2880000,2.3507485,0.3064794,0.5569813,253.39473684210526,0.1315077889465739,0.1315077889465739,1.2396320521154187,1.0
2900000,2.2762554,0.41415644,0.5818522,223.5979381443299,0.3446443437078977,0.3446443437078977,0.9977644061424875,1.0
2920000,2.2724714,0.38805225,0.5693589,282.48571428571427,0.723008567000839,0.723008567000839,1.2564792628533075,1.0
2940000,2.233149,0.3447287,0.57191616,251.22784810126583,0.4159683665832434,0.4159683665832434,1.1109688057080855,1.0
2960000,2.2824762,0.31913126,0.5685554,266.80263157894734,0.6793973321545248,0.6793973321545248,1.1340361303494622,1.0
2980000,2.1447597,0.48302752,0.58104646,197.85294117647058,0.8200252531915767,0.8200252531915767,0.8433655803046615,1.0
3000000,2.1806226,0.29177868,0.5652561,230.83116883116884,0.2786220894225377,0.2786220894225377,0.9485715578443238,1.0
3020000,2.1968787,0.3577048,0.5725258,263.3780487804878,1.0093308656324091,1.0093308656324091,1.129317133411489,1.0
3040000,2.141832,0.50233835,0.60347533,199.26923076923077,0.9076504852434265,0.9076504852434265,0.8430142000073656,1.0
3060000,2.1677847,0.34689727,0.5688171,222.2405063291139,0.6478341735576727,0.6478341735576727,0.9391763364907967,1.0
3080000,2.1514854,0.41910732,0.5771744,276.53164556962025,0.9635769211245366,0.9635769211245366,1.1151412835774512,1.0
3100000,2.1484723,0.32129955,0.5841784,206.1734693877551,0.3743131395383512,0.3743131395383512,0.8741573920906193,1.0
3120000,2.1389065,0.2802263,0.5682246,196.65625,0.2896302166464011,0.2896302166464011,0.8332555759407114,1.0
3140000,2.1462433,0.26556942,0.57141566,247.41772151898735,0.32133291959114185,0.32133291959114185,1.0994347305202126,1.0
3160000,2.1790695,0.2125097,0.5641933,249.42307692307693,0.08363205339320792,0.08363205339320792,1.0385459596529985,1.0
3180000,2.1808252,0.3808238,0.59413403,221.67816091954023,0.831676748514901,0.831676748514901,0.9822614704432009,1.0
3200000,2.2851722,0.2985447,0.586082,321.93333333333334,0.9450262435826428,0.9450262435826428,1.4586941900311923,1.0
3220000,2.2388856,0.33331153,0.58773863,246.8021978021978,0.5772800060073172,0.5772800060073172,1.0541822825299783,1.0
3240000,2.1695395,0.29956672,0.5857919,224.24418604651163,0.5833276058493675,0.5833276058493675,0.9775450144059442,1.0
3260000,2.1839077,0.3495954,0.5995085,281.7164179104478,1.2778791085818657,1.2778791085818657,1.2456805803882542,1.0
3280000,2.154969,0.44142815,0.6055807,287.4,1.1635480108193588,1.1635480108193588,1.2040602994461855,1.0
3300000,2.154012,0.4531441,0.6420484,245.54054054054055,0.8078213454976988,0.8078213454976988,1.0507342480619748,1.0
3320000,2.1508398,0.38537988,0.670872,242.51724137931035,0.367765907911896,0.367765907911896,1.0739579258740626,1.0
3340000,2.2034154,0.36564636,0.69265807,255.6341463414634,0.7467000044324356,0.7467000044324356,1.0679531158288804,1.0
3360000,2.1888273,0.2955158,0.6688485,289.2608695652174,0.6449826117448907,0.6449826117448907,1.271459179930389,1.0
3380000,2.1739817,0.3529347,0.80076325,212.35802469135803,0.28443126002093777,0.28443126002093777,0.9577040391013725,1.0
3400000,2.1510625,0.32600138,0.7883685,243.41176470588235,0.5591395377248477,0.5591395377248477,1.0284791235476298,1.0
3420000,2.1340516,0.30510166,0.75359076,335.36507936507934,0.7574714385670617,0.7574714385670617,1.343155393073897,1.0
3440000,2.215864,0.39189,0.8248312,235.25675675675674,1.0129386700200849,1.0129386700200849,1.0087779386838278,1.0
3460000,2.2383924,0.3389154,0.9020884,244.30588235294118,0.25518117675982305,0.25518117675982305,1.1262873168870369,1.0
3480000,2.1838357,0.22732674,0.88518476,259.10843373493975,0.07013976495539073,0.07013976495539073,1.1550689824991467,1.0
3500000,2.2085865,0.28910765,1.0736104,183.1764705882353,-0.0029990182391723946,-0.0029990182391723946,0.7865051640991998,1.0
3520000,2.2721384,0.350433,1.0396492,278.27272727272725,0.5404407919999549,0.5404407919999549,1.1071092396312834,1.0
3540000,2.2418783,0.20873828,1.0589207,219.6867469879518,0.12664337387218713,0.12664337387218713,0.9481789200476943,1.0
3560000,2.2918782,0.32090905,1.0848628,292.6666666666667,0.8932369902725203,0.8932369902725203,1.1704848048545113,1.0
3580000,2.2802262,0.1954345,1.0553358,300.125,0.36065313258768583,0.36065313258768583,1.1814571843060548,1.0
3600000,2.2694654,0.3162923,1.265345,242.80722891566265,0.6982722947414661,0.6982722947414661,0.967974207041426,1.0
3620000,2.239186,0.21036643,1.4157506,216.96875,0.05065463089501754,0.05065463089501754,0.9095098645901596,1.0
3640000,2.3004565,0.36497107,1.5341988,187.32038834951456,0.242831067229594,0.242831067229594,0.7586233464761375,1.0
3660000,2.2231882,0.50595677,1.7258348,211.50526315789475,1.0297947588560514,1.0297947588560514,0.8002735893879281,1.0
3680000,2.3783357,0.14000507,1.7070625,171.77391304347827,0.07198965439125334,0.07198965439125334,0.7058554699038284,1.0
3700000,2.3067076,0.28757483,1.5862563,214.82978723404256,0.31619141762012176,0.31619141762012176,0.8987742862714234,1.0
3720000,2.2469816,0.44549686,2.0703645,181.73873873873873,0.7266814102948256,0.7266814102948256,0.7098637600676609,1.0
3740000,2.3282642,0.46586865,2.1808145,177.14912280701753,0.6565736843538041,0.6565736843538041,0.7196154370903969,1.0
3760000,2.342933,0.39435908,2.1372395,170.67768595041323,0.4027016719686799,0.4027016719686799,0.7303842002603536,1.0
3780000,2.2234864,0.39483702,2.5905912,144.66666666666666,0.4947146126395987,0.4947146126395987,0.5394163357702872,1.0
3800000,2.3188927,0.39965624,2.6844409,153.68217054263565,0.38679689317923616,0.38679689317923616,0.6372514637872981,1.0
3820000,2.3447156,0.24786879,2.5657053,127.93835616438356,-0.012444210468021659,-0.012444210468021659,0.49821452706177927,1.0
3840000,2.198844,0.24670027,2.6829488,128.9182389937107,-0.013794966133929344,-0.013794966133929344,0.5014258942203654,1.0
3860000,2.2997904,0.2859426,2.9709356,154.74809160305344,0.20857076846206418,0.20857076846206418,0.6304277672763698,1.0
3880000,2.28422,0.35101667,3.473683,152.46969696969697,0.4362977478597173,0.4362977478597173,0.5715238201305887,1.0
3900000,2.3084385,0.38431248,3.4650652,171.27350427350427,0.8367698188441612,0.8367698188441612,0.6407274033448755,1.0
3920000,2.3135564,0.46731263,3.8339725,155.19402985074626,0.7052777857597297,0.7052777857597297,0.6551930735353381,1.0
3940000,2.1899338,0.34965515,3.7962945,111.6875,0.2634320748843979,0.2634320748843979,0.510675498312222,1.0
3960000,2.1647208,0.43133673,4.024754,116.05494505494505,0.16107378291256239,0.16107378291256239,0.48723088749913407,1.0
3980000,2.1853886,0.470812,4.691606,121.67484662576688,0.44437658299450306,0.44437658299450306,0.4833531253116465,1.0
4000000,2.1730459,0.5214658,4.5304265,138.04255319148936,0.822828360095641,0.822828360095641,0.5491013351146743,1.0
4020000,2.0512178,0.6175157,5.067596,129.61676646706587,0.7520647100354407,0.7520647100354407,0.47773254729177367,1.0
4040000,2.1571956,0.5951115,5.65412,131.49253731343285,0.9694874101359938,0.9694874101359938,0.5299840723799373,1.0
4060000,2.2458353,0.39473954,5.306526,118.82941176470588,0.17902353252832065,0.17902353252832065,0.4985206144848181,1.0
4080000,2.2109668,0.5669281,5.740078,135.38,0.8058133339975029,0.8058133339975029,0.5092165052331984,1.0
4100000,2.1837962,0.6100322,6.3928785,104.26344086021506,0.44611452215962033,0.44611452215962033,0.41464252088729653,1.0
4120000,2.2404032,0.5260123,6.4526806,109.75824175824175,0.3620967108514518,0.3620967108514518,0.46168552066588386,1.0
4140000,2.1087337,0.49660572,6.3447366,116.66459627329192,0.5865586420512516,0.5865586420512516,0.45334358965219174,1.0
4160000,2.0692818,0.68230003,7.268753,119.86285714285714,0.6785760055808351,0.6785760055808351,0.5010720596389313,1.0
4180000,2.0538723,0.67651165,7.5391316,101.04712041884817,0.732426714679319,0.732426714679319,0.41473762804510667,1.0
4200000,2.0352447,0.52783585,6.9419446,93.59624413145539,0.2947401948002272,0.2947401948002272,0.3924530113946046,1.0
4220000,2.1360607,0.6357828,7.938795,127.2439024390244,0.8944693282260874,0.8944693282260874,0.511625236400226,1.0
4240000,2.095613,0.48350102,7.8191123,90.70616113744076,0.21375687129605755,0.21375687129605755,0.38580999839432994,1.0
4260000,2.0637596,0.32972878,7.7613235,90.79452054794521,0.002601826920165557,0.002601826920165557,0.37807878674662854,1.0
4280000,2.130473,0.387974,7.733129,123.49333333333334,0.5600768331278714,0.5600768331278714,0.5688044889236412,1.0
4300000,2.0694957,0.419289,8.549136,108.84864864864865,0.40483315948665183,0.40483315948665183,0.4419459634847716,1.0
4320000,2.1344798,0.35820502,8.143564,96.31018518518519,0.09304930914240601,0.09304930914240601,0.3959871484009626,1.0
4340000,1.9838381,0.33464146,8.320751,91.31428571428572,-0.15857714006255957,-0.15857714006255957,0.3647285788841102,1.0
4360000,1.9730904,0.6043888,9.389282,101.61170212765957,0.6742963301244584,0.6742963301244584,0.3804750359843877,1.0
4380000,1.9656988,0.48387533,9.411103,122.59146341463415,0.8555219555699561,0.8555219555699561,0.4436763125165116,1.0
4400000,1.9722458,0.45892137,10.246489,106.53513513513514,0.32057352115878385,0.32057352115878385,0.389242418999532,1.0
4420000,1.8667883,0.39041078,9.127139,119.828025477707,0.3572525712594282,0.3572525712594282,0.4490092928791478,1.0
4440000,2.031944,0.39707378,10.1944275,126.06285714285714,0.3236605686720993,0.3236605686720993,0.4625055745809472,1.0
4460000,1.9833623,0.38097608,9.5058975,108.79213483146067,0.28868821484502405,0.28868821484502405,0.42479999471989494,1.0
