Steps,Policy/Entropy,Environment/Episode Length,Policy/Extrinsic Value Estimate,Policy/Curiosity Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Policy/Curiosity Reward,Is Training
500000,3.5138538,762.3214285714286,-0.082097836,0.35528797,-0.5389625090192567,-0.5389625090192567,1.7982121423951216,1.0
520000,3.5608132,711.6153846153846,-0.0970066,0.33212543,-0.8421153791289095,-0.8421153791289095,1.8671519379489696,1.0
540000,3.5642047,969.45,-0.14423323,0.3445107,-0.2743100018182304,-0.2743100018182304,2.7928291019052267,1.0
560000,3.5748837,744.2592592592592,-0.12392529,0.34064016,-0.6111277727479184,-0.6111277727479184,2.1027205355327436,1.0
580000,3.5354228,749.0,-0.105614066,0.33906874,-0.37542413334273894,-0.37542413334273894,1.787947899846617,1.0
600000,3.550077,664.7857142857143,-0.12033372,0.30688483,-0.8298142916194463,-0.8298142916194463,1.5170978654974274,1.0
620000,3.5292788,798.12,-0.10764808,0.28697655,-0.49550599813519514,-0.49550599813519514,1.9410664484463631,1.0
640000,3.5470793,754.9285714285714,-0.08476339,0.29519495,-0.041011100376231804,-0.041011100376231804,1.7403714738924194,1.0
660000,3.5299618,660.8076923076923,-0.07675959,0.28277728,-0.005750001916937806,-0.005750001916937806,1.5126834513136633,1.0
680000,3.5063431,656.15625,-0.06397606,0.2812781,-0.47676250786389573,-0.47676250786389573,1.8106496767286444,1.0
700000,3.4837747,619.3235294117648,-0.09027897,0.2991131,-0.5476544197727515,-0.5476544197727515,2.0720272807007216,1.0
720000,3.4882002,752.1111111111111,-0.06815241,0.31105745,-0.5720134511849699,-0.5720134511849699,2.155595329769242,1.0
740000,3.5008204,662.8620689655172,-0.05500322,0.30547032,-0.3851166620811758,-0.3851166620811758,2.177986575414737,1.0
760000,3.474075,621.28125,-0.10374028,0.3078097,-0.7135187411786319,-0.7135187411786319,1.713616394030396,1.0
780000,3.4895167,794.3461538461538,-0.060452484,0.29633066,-0.4767199989350047,-0.4767199989350047,2.617401168495417,1.0
800000,3.4586813,685.8461538461538,-0.039796982,0.30729455,-0.6017107172935668,-0.6017107172935668,2.0759780948449458,1.0
820000,3.488324,659.53125,-0.04233164,0.3181048,-0.46348064184008586,-0.46348064184008586,2.044230181859025,1.0
840000,3.4849803,530.125,-0.037057135,0.3308455,-0.31694375751831105,-0.31694375751831105,2.0197474115295337,1.0
860000,3.461802,572.3030303030303,-0.06914833,0.3415582,-0.4629029354041182,-0.4629029354041182,2.252956347197623,1.0
880000,3.4478998,681.0333333333333,-0.055882804,0.32899743,0.11616665893331325,0.11616665893331325,2.449962841315816,1.0
900000,3.4166172,576.6176470588235,-0.048547238,0.32606485,-0.32218787518870545,-0.32218787518870545,1.8611422569462748,1.0
920000,3.4042652,531.3421052631579,-0.037856396,0.34699503,0.10165000441394603,0.10165000441394603,1.7970874129006496,1.0
940000,3.3479872,643.3125,-0.019847274,0.35582936,-0.1293640557778417,-0.1293640557778417,2.462781729584094,1.0
960000,3.3363543,521.081081081081,-0.033428255,0.3672827,-0.012537497035534924,-0.012537497035534924,2.18237619391746,1.0
980000,3.3206646,408.8936170212766,-0.036204163,0.362262,-0.0624885435924322,-0.0624885435924322,1.3572783057946556,1.0
1000000,3.3180413,406.6666666666667,-0.04633309,0.3743703,-0.028709998696447452,-0.028709998696447452,1.5308668840469586,1.0
1020000,3.3184412,487.68888888888887,-0.025298815,0.3772973,0.06544111729146809,0.06544111729146809,1.7775799928543468,1.0
1040000,3.3035173,507.64102564102564,0.047528807,0.35579196,-0.20129743050813723,-0.20129743050813723,1.73615089402749,1.0
1060000,3.2902508,535.35,0.048967827,0.3393527,0.0778551256044944,0.0778551256044944,1.7056932852913935,1.0
1080000,3.3084896,444.8181818181818,0.019350206,0.35517702,-0.30697222229145055,-0.30697222229145055,1.5905027191258139,1.0
1100000,3.309272,583.6060606060606,-0.024098733,0.36504203,-0.2575605964525356,-0.2575605964525356,2.17614060791675,1.0
1120000,3.2753646,486.8222222222222,0.020171285,0.36657542,0.12585223069569718,0.12585223069569718,1.6027027533286147,1.0
1140000,3.2447002,398.35555555555555,0.023672568,0.3641922,0.3092644444291687,0.3092644444291687,1.4349406646254161,1.0
1160000,3.1962762,340.23728813559325,0.044605896,0.36194125,0.2654584853681025,0.2654584853681025,1.2642926469413658,1.0
1180000,3.1993568,488.8837209302326,0.085967176,0.36169535,0.13211277971073965,0.13211277971073965,1.4981415695727391,1.0
1200000,3.1940444,445.5744680851064,0.09595858,0.34830686,0.31094362164669215,0.31094362164669215,1.3687812198087217,1.0
1220000,3.1762624,432.525,0.067394495,0.3482501,-0.024620496032114785,-0.024620496032114785,1.504402961725226,1.0
1240000,3.125372,474.8780487804878,0.10789732,0.34182125,0.5654214310211717,0.5654214310211717,1.7465392574224443,1.0
1260000,3.146519,519.8571428571429,0.11812175,0.35263813,0.47330475936732475,0.47330475936732475,1.7561872518577037,1.0
1280000,3.147119,543.8529411764706,0.06985775,0.3580763,0.48706764822161536,0.48706764822161536,1.861980401674587,1.0
1300000,3.1349092,418.7659574468085,0.11575883,0.35183212,0.18037765767989417,0.18037765767989417,1.57478212034627,1.0
1320000,3.1231856,494.02222222222224,0.08417051,0.3459075,0.019672738763223275,0.019672738763223275,1.4701360932985237,1.0
1340000,3.0981302,322.13793103448273,0.1602397,0.3574368,0.47868897799714233,0.47868897799714233,1.1135729727457608,1.0
1360000,3.1121716,463.07142857142856,0.15827993,0.34165078,0.3561309561316323,0.3561309561316323,1.4683076846163854,1.0
1380000,3.1305296,458.8958333333333,0.16866085,0.3242467,0.44539480807967874,0.44539480807967874,1.421611551302097,1.0
1400000,3.0885913,505.18918918918916,0.17264754,0.3391442,0.3726067642305311,0.3726067642305311,1.7908177238297522,1.0
1420000,3.0537314,340.98,0.19063212,0.3760429,0.8094600041888771,0.8094600041888771,1.2729105701530352,1.0
1440000,3.0579765,431.1320754716981,0.1764744,0.37183923,0.44992404475655906,0.44992404475655906,1.5254910331434355,1.0
1460000,3.1103485,440.04347826086956,0.14274938,0.37272957,0.33438191339906126,0.33438191339906126,1.4910423324165984,1.0
1480000,3.1002533,486.8,0.15093578,0.3719017,0.3554162455264304,0.3554162455264304,1.5427732926793396,1.0
1500000,3.0863893,597.1212121212121,0.09015473,0.36182886,0.14063938888527142,0.14063938888527142,1.9224169959850383,1.0
1520000,3.0614047,558.7837837837837,0.11121585,0.38023874,0.23454594578848825,0.23454594578848825,2.02634485665004,1.0
1540000,2.9830146,431.625,0.14281832,0.37714264,0.592743751785747,0.592743751785747,1.5186615075993661,1.0
1560000,2.9616363,511.2631578947368,0.12742303,0.36360726,0.46125659935856483,0.46125659935856483,1.7265828102827072,1.0
1580000,3.0216691,512.025641025641,0.146851,0.34565848,0.6116842202391126,0.6116842202391126,1.6707222045301215,1.0
