Steps,Policy/Entropy,Environment/Episode Length,Policy/Extrinsic Value Estimate,Policy/Curiosity Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Policy/Curiosity Reward,Is Training
20000,3.3947177,74.28571428571429,0.10280248,-1.0908561,-1.9212391580514554,-1.9212391580514554,0.0,1.0
40000,3.3855486,93.79069767441861,-0.57195824,-0.7520523,-1.749530086449037,-1.749530086449037,18.9122540628779,1.0
60000,3.3828297,91.2132701421801,-0.58745074,0.6436545,-1.8927549723573294,-1.8927549723573294,8.631655170798513,1.0
80000,3.384482,142.84328358208955,-0.58392966,0.8808688,-1.8186503653492159,-1.8186503653492159,6.567973106050933,1.0
100000,3.3802426,149.02380952380952,-0.6409498,1.438271,-1.7719015852356004,-1.7719015852356004,4.063896913414022,1.0
120000,3.3716936,309.7647058823529,-0.6339936,1.7716211,-1.4253117605044014,-1.4253117605044014,7.68100603360354,1.0
140000,3.3740144,140.15217391304347,-0.5295174,1.60941,-1.8134891193556646,-1.8134891193556646,2.5703015948740253,1.0
160000,3.367503,147.2741935483871,-0.59495765,1.8133022,-1.8048185446560607,-1.8048185446560607,2.043693214422092,1.0
180000,3.3610952,124.19209039548022,-0.69538325,1.5379277,-1.821272868937997,-1.821272868937997,1.7425602466199483,1.0
200000,3.3548174,138.24324324324326,-0.72211707,1.72353,-1.7665101340578593,-1.7665101340578593,1.6254783274662505,1.0
220000,3.3263297,132.4318181818182,-0.7827687,1.7467775,-1.7612378811578364,-1.7612378811578364,1.486841878924293,1.0
240000,3.321319,375.6909090909091,-0.563265,1.668967,-1.3506357022093394,-1.3506357022093394,3.082900855632033,1.0
260000,3.3016114,999.0,-0.3541858,1.5926987,-0.1822699921147432,-0.1822699921147432,5.2234253078699115,1.0
280000,3.306357,857.4545454545455,-0.2848234,1.4131129,-0.289368178081614,-0.289368178081614,4.0960930228572,1.0
300000,3.3206375,243.56179775280899,-0.4022002,1.3360419,-1.6583449335577845,-1.6583449335577845,1.1536364913918078,1.0
320000,3.2916892,515.6216216216217,-0.43374884,1.3501632,-1.242956745903939,-1.242956745903939,2.1884614939272806,1.0
340000,3.3186474,679.7142857142857,-0.2722945,1.2074008,-0.8094071405690296,-0.8094071405690296,2.4497496908297762,1.0
360000,3.3134487,540.4883720930233,-0.33041635,1.0236658,-1.2024813997816446,-1.2024813997816446,2.035910536269766,1.0
380000,3.317138,174.0096153846154,-0.3596966,1.1719764,-1.75167905725317,-1.75167905725317,0.7676252821926027,1.0
400000,3.326774,413.9782608695652,-0.26017833,0.81639516,-1.316749990026912,-1.316749990026912,1.250795148482607,1.0
420000,3.3128362,473.0444444444444,-0.26617533,0.83367366,-1.2577999876745956,-1.2577999876745956,1.9302471737927673,1.0
440000,3.2915273,461.1860465116279,-0.2968229,0.76609284,-1.266739534559324,-1.266739534559324,1.814796768886925,1.0
460000,3.2747827,269.09090909090907,-0.30463037,0.7770749,-1.598294861025165,-1.598294861025165,1.174870848715401,1.0
480000,3.2825332,194.0215053763441,-0.31284052,0.7401085,-1.719644076675327,-1.719644076675327,0.9725158053390202,1.0
500000,3.2870026,442.5777777777778,-0.2083804,0.61754256,-1.2654088951828373,-1.2654088951828373,1.9534822295316392,1.0
520000,3.2819965,579.1666666666666,-0.19058982,0.5978414,-1.093591664649365,-1.093591664649365,3.040640377885817,1.0
540000,3.2531993,631.4545454545455,-0.22536209,0.6373851,-1.0454454475653951,-1.0454454475653951,3.9198542592313252,1.0
560000,3.2588325,627.96,-0.22011362,0.58077836,-0.8626479997229762,-0.8626479997229762,3.7073867359384893,1.0
580000,3.2512941,689.5454545454545,-0.2509944,0.59417707,-0.795178777605267,-0.795178777605267,4.360854004312194,1.0
600000,3.2588117,445.3469387755102,-0.25288934,0.5857861,-1.2923458210267806,-1.2923458210267806,2.5068813156491765,1.0
620000,3.2244294,409.05128205128204,-0.2596039,0.5768256,-1.3120899966539583,-1.3120899966539583,2.2310885706217958,1.0
640000,3.2065985,851.2592592592592,-0.12843768,0.5705315,-0.5509888874992073,-0.5509888874992073,4.127658557388242,1.0
660000,3.1910372,579.6969696969697,-0.15260355,0.54941267,-1.101248474602912,-1.101248474602912,2.8596346973808426,1.0
680000,3.182013,716.7407407407408,-0.1536827,0.5524201,-0.7198444346172942,-0.7198444346172942,3.417699004523456,1.0
700000,3.2239814,464.0444444444444,-0.24540518,0.50921506,-1.2134510971890349,-1.2134510971890349,2.1790788179573912,1.0
720000,3.1325448,729.5,-0.18749435,0.5227293,-0.9914249941745462,-0.9914249941745462,3.3555845668694624,1.0
740000,3.1928322,500.1666666666667,-0.225296,0.5489824,-1.1799071377304027,-1.1799071377304027,2.958785057045697,1.0
760000,3.1447272,699.5333333333333,-0.21467517,0.52599674,-0.7605966644128784,-0.7605966644128784,4.345181016748151,1.0
780000,3.146558,740.1111111111111,-0.2006671,0.5611931,-0.6301592607363731,-0.6301592607363731,4.368119831576392,1.0
800000,3.1529624,534.4444444444445,-0.17621316,0.5793208,-1.1374666568881366,-1.1374666568881366,3.604172219192454,1.0
820000,3.0988176,616.0,-0.13605338,0.5728947,-0.9133718680241145,-0.9133718680241145,3.201780046307249,1.0
840000,3.146469,868.5,-0.10794289,0.5528748,-0.3384666615408302,-0.3384666615408302,5.057096924593982,1.0
860000,3.0946722,694.5666666666667,-0.13909231,0.56420314,-0.8575366656218345,-0.8575366656218345,4.023008396166066,1.0
880000,3.0512056,541.3125,-0.1081039,0.5650267,-1.1136281135895842,-1.1136281135895842,2.9080669987597503,1.0
900000,3.0800471,765.0,-0.11676494,0.546281,-0.5000930932472893,-0.5000930932472893,3.779200128697116,1.0
920000,3.13421,257.3205128205128,-0.25240505,0.65153825,-1.6534563980217523,-1.6534563980217523,1.760472378018909,1.0
940000,2.9869668,469.5,-0.23247282,0.6110969,-1.2618574726278893,-1.2618574726278893,3.1151677346788347,1.0
960000,3.0094523,753.1785714285714,-0.2437831,0.6051799,-0.8303071364186637,-0.8303071364186637,4.125908188887739,1.0
