Steps,Policy/Entropy,Environment/Episode Length,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Is Training
4080000,2.4961,822.2,-0.14865378,-1.0252519857883453,-1.0252519857883453,0.0013637283,0.024932504,0.00023889271,1.0
4100000,2.481856,789.3076923076923,-0.1365218,-0.9461115369429955,-0.9461115369429955,0.0016007731,0.02485893,0.00023858495,1.0
4120000,2.4518123,697.4615384615385,-0.14543526,-0.9307153583146058,-0.9307153583146058,0.003521117,0.02716108,0.00023835381,1.0
4140000,2.4333928,850.7916666666666,-0.12939267,-1.0413333143418033,-1.0413333143418033,0.0011628066,0.02061314,0.00023812166,1.0
4160000,2.4053771,914.8260869565217,-0.10795394,-0.9616956445186035,-0.9616956445186035,0.0018479014,0.023705032,0.0002378129,1.0
4180000,2.4090693,917.9090909090909,-0.09788258,-0.8985681632025675,-0.8985681632025675,0.0011054722,0.028542422,0.0002375035,1.0
4200000,2.3922539,797.2,-0.095285796,-0.980196000635624,-0.980196000635624,0.0009998356,0.025346674,0.00023719479,1.0
4220000,2.412627,773.44,-0.08870024,-0.97621198117733,-0.97621198117733,0.0015963434,0.021225154,0.00023688571,1.0
4240000,2.3609693,794.5,-0.08458714,-0.9432541610052189,-0.9432541610052189,0.003463082,0.021682974,0.00023657696,1.0
4260000,2.3326044,743.8518518518518,-0.10542309,-0.8577370229694579,-0.8577370229694579,0.0023872466,0.02688199,0.0002362672,1.0
4280000,2.352451,840.24,-0.115686186,-0.9199916385114193,-0.9199916385114193,0.0025482753,0.028437879,0.00023595721,1.0
4300000,2.2677765,806.28,-0.13360953,-0.9128730506278001,-0.9128730506278001,0.0015938318,0.018589001,0.00023564846,1.0
4320000,2.2927208,757.4230769230769,-0.12738338,-0.9525384441591226,-0.9525384441591226,0.0020331456,0.021953244,0.00023534038,1.0
4340000,2.3488147,833.125,-0.12311589,-0.8987166540076336,-0.8987166540076336,0.0014758464,0.024786899,0.00023503171,1.0
4360000,2.3343692,795.76,-0.11156945,-0.9787039834260941,-0.9787039834260941,0.0016667785,0.026142538,0.00023472359,1.0
4380000,2.376609,839.25,-0.11036645,-0.9049249726037184,-0.9049249726037184,0.0012330969,0.021492148,0.0002344136,1.0
4400000,2.3344963,754.7407407407408,-0.10414921,-0.831588874536532,-0.831588874536532,0.0029573175,0.022223119,0.00023410578,1.0
4420000,2.3518505,771.96,-0.09007409,-0.8548199942708016,-0.8548199942708016,0.0015462026,0.023614407,0.00023379689,1.0
4440000,2.3040824,774.56,-0.09452984,-1.0179583088805277,-1.0179583088805277,0.0041328683,0.021210013,0.00023348705,1.0
4460000,2.307651,886.5833333333334,-0.081021786,-0.9144599741697311,-0.9144599741697311,0.0012012381,0.024174757,0.00023317941,1.0
4480000,2.356873,829.1739130434783,-0.09159307,-0.89751737597196,-0.89751737597196,0.00056036504,0.02491744,0.00023294846,1.0
4500000,2.313826,755.08,-0.10185397,-0.9597076687675256,-0.9597076687675256,0.0022302247,0.026912063,0.00023271565,1.0
4520000,2.3684382,824.16,-0.08893514,-0.9473159769177437,-0.9473159769177437,0.002654718,0.021166615,0.00023240573,1.0
4540000,2.2894275,805.1923076923077,-0.10846249,-0.9621576497761103,-0.9621576497761103,0.0018557752,0.023748573,0.00023209723,1.0
4560000,2.317307,895.2,-0.1038966,-1.0236049827188254,-1.0236049827188254,0.005350164,0.025775183,0.00023178733,1.0
4580000,2.4038033,818.4074074074074,-0.09499323,-0.9325629541719401,-0.9325629541719401,0.0013945138,0.02124149,0.0002314779,1.0
4600000,2.3074424,674.2222222222222,-0.11660183,-0.935977754217607,-0.935977754217607,0.0052208155,0.021619823,0.00023116852,1.0
4620000,2.312636,753.3846153846154,-0.106845975,-1.0254961452805078,-1.0254961452805078,0.0032206005,0.020564575,0.00023085854,1.0
4640000,2.298007,873.24,-0.11366398,-0.8165679800510407,-0.8165679800510407,0.0039680307,0.022991534,0.00023055062,1.0
4660000,2.3499691,810.08,-0.11032716,-0.8331279873847961,-0.8331279873847961,0.003289037,0.020328775,0.00023024203,1.0
4680000,2.3540542,810.5416666666666,-0.11901269,-0.98022496389846,-0.98022496389846,0.0041706264,0.021836456,0.00022993257,1.0
4700000,2.3929586,699.3571428571429,-0.122465774,-0.8270285446196795,-0.8270285446196795,0.002999155,0.028016265,0.00022962224,1.0
4720000,2.324637,946.7894736842105,-0.121790774,-0.9240052343199128,-0.9240052343199128,0.002559245,0.022293484,0.0002293126,1.0
4740000,2.3267944,690.3225806451613,-0.12370274,-0.6766999806127241,-0.6766999806127241,0.005124677,0.024077151,0.00022900343,1.0
4760000,2.349782,659.8235294117648,-0.10188538,-0.6622264321674319,-0.6622264321674319,0.005125965,0.021493576,0.00022869365,1.0
4780000,2.371809,723.2,-0.13766332,-1.0457639786601067,-1.0457639786601067,0.00364865,0.022271512,0.00022838384,1.0
4800000,2.472467,913.4285714285714,-0.10857722,-0.8692142594428289,-0.8692142594428289,0.0018712711,0.023497185,0.00022815136,1.0
4820000,2.4202855,733.7777777777778,-0.08396055,-0.6994407301147779,-0.6994407301147779,0.0027561702,0.024760181,0.00022791832,1.0
4840000,2.4637077,761.4074074074074,-0.10714188,-0.8938703608733637,-0.8938703608733637,0.007567391,0.02463109,0.00022760933,1.0
4860000,2.4578083,837.0384615384615,-0.11501026,-0.8593307418318895,-0.8593307418318895,0.0019453061,0.023272399,0.0002273003,1.0
4880000,2.4509766,658.0,-0.11108182,-0.9363241385796974,-0.9363241385796974,0.0018347534,0.022698887,0.00022699044,1.0
4900000,2.4166954,863.7619047619048,-0.10657757,-0.8669190112323988,-0.8669190112323988,0.0061605535,0.021480333,0.00022667822,1.0
4920000,2.4698608,949.4285714285714,-0.098528706,-0.9766095120991979,-0.9766095120991979,0.0022830318,0.023712046,0.00022637003,1.0
4940000,2.3763955,674.8275862068965,-0.11056852,-1.0220930946284328,-1.0220930946284328,0.005154371,0.022008115,0.00022606121,1.0
4960000,2.4157147,853.3461538461538,-0.10020755,-0.8180345941621524,-0.8180345941621524,0.0026824407,0.021447413,0.00022575221,1.0
4980000,2.3899012,728.2307692307693,-0.11059526,-0.7224185177021556,-0.7224185177021556,0.0013495524,0.022809131,0.00022544328,1.0
5000000,2.3294747,815.0833333333334,-0.109800585,-0.5682416247824827,-0.5682416247824827,0.008345708,0.027203487,0.00022513451,1.0
5020000,2.3835828,980.8,-0.093128346,-0.8845699530094862,-0.8845699530094862,0.0010314684,0.023321025,0.00022482456,1.0
5040000,2.4141655,810.625,-0.09412775,-1.0228521697547124,-1.0228521697547124,0.0043765143,0.023027994,0.00022451529,1.0
5060000,2.4029727,909.8260869565217,-0.10411882,-0.7503957748413086,-0.7503957748413086,0.0014054427,0.019058447,0.00022420692,1.0
5080000,2.3472462,749.5769230769231,-0.08935787,-0.5601576492190361,-0.5601576492190361,0.0040349825,0.019146027,0.00022389644,1.0
5100000,2.3605843,847.8333333333334,-0.08958412,-0.6217999470730623,-0.6217999470730623,0.0027293921,0.020697344,0.00022358669,1.0
5120000,2.368881,741.5925925925926,-0.088012755,-0.6702073583448375,-0.6702073583448375,0.004139538,0.026351534,0.00022327784,1.0
5140000,2.382883,741.9629629629629,-0.08413767,-0.8743221806707205,-0.8743221806707205,0.0006254015,0.024316896,0.00022304666,1.0
5160000,2.2949123,718.925925925926,-0.09933026,-0.38395378194176233,-0.38395378194176233,0.0087656565,0.028334823,0.00022281511,1.0
5180000,2.309096,720.0689655172414,-0.111256875,-0.632079924394687,-0.632079924394687,0.004985981,0.024642296,0.00022250623,1.0
5200000,2.2995043,768.925925925926,-0.12104818,-0.9383666305630295,-0.9383666305630295,0.006432836,0.025524009,0.00022219718,1.0
5220000,2.3671906,899.5,-0.08833805,-0.6278949547559023,-0.6278949547559023,0.0020327964,0.025241883,0.00022188883,1.0
5240000,2.2299497,757.7407407407408,-0.086794466,-0.8281499540003446,-0.8281499540003446,0.0025510867,0.024418656,0.00022157832,1.0
5260000,2.3199396,731.8214285714286,-0.06555808,-0.3989585401683018,-0.3989585401683018,0.0047940724,0.02352782,0.00022126886,1.0
5280000,2.2773528,911.3913043478261,-0.05726878,-0.6321868747472763,-0.6321868747472763,0.0037102478,0.027531039,0.00022096041,1.0
5300000,2.3678243,821.6363636363636,-0.09482051,-0.8928045210513201,-0.8928045210513201,0.002585476,0.022406567,0.00022065049,1.0
5320000,2.3595788,904.6666666666666,-0.07809753,-0.5270761272736958,-0.5270761272736958,0.0012879048,0.022091445,0.00022034027,1.0
5340000,2.254647,671.6875,-0.07342777,-0.6898061733227223,-0.6898061733227223,0.008549507,0.025023738,0.0002200313,1.0
5360000,2.2727242,774.1851851851852,-0.07343133,-0.7029518002161274,-0.7029518002161274,0.0040584235,0.02563125,0.00021972228,1.0
5380000,2.1036766,635.59375,-0.089275606,-0.7550935065073352,-0.7550935065073352,0.0056922957,0.02037843,0.0002194127,1.0
5400000,2.1773586,999.0,-0.08354912,-0.577654929459095,-0.577654929459095,0.0024049021,0.023177955,0.00021910298,1.0
5420000,2.06703,808.08,-0.08626192,-0.8709798860549927,-0.8709798860549927,0.0049587036,0.024668485,0.00021879358,1.0
5440000,2.1032403,830.5,-0.076205246,-0.500086861136167,-0.500086861136167,0.009507617,0.017516686,0.00021848455,1.0
5460000,2.140705,863.5,-0.12028641,-0.7855129915734996,-0.7855129915734996,0.0044522276,0.026975399,0.00021825315,1.0
5480000,2.266604,804.5384615384615,-0.08122404,-0.7498076423429526,-0.7498076423429526,0.002490047,0.02297794,0.00021802192,1.0
5500000,2.1069777,810.7692307692307,-0.0996814,-0.8714961177454545,-0.8714961177454545,0.004153082,0.024319319,0.00021771369,1.0
5520000,2.1709845,873.047619047619,-0.071155906,-0.2573665529489517,-0.2573665529489517,0.0039821356,0.024265356,0.00021740445,1.0
5540000,2.1541889,858.56,-0.06714991,-0.5217958736419678,-0.5217958736419678,0.006067944,0.02768204,0.00021709531,1.0
5560000,2.1993492,828.304347826087,-0.06720272,-0.5270347141701243,-0.5270347141701243,0.006000676,0.027693156,0.00021678598,1.0
5580000,2.1355124,719.1481481481482,-0.07151837,-0.7773962454111488,-0.7773962454111488,0.0051439106,0.022661494,0.00021647665,1.0
5600000,2.2300303,828.0869565217391,-0.066118255,-0.548543409484884,-0.548543409484884,0.0057001263,0.023524592,0.0002161678,1.0
5620000,2.1804814,767.1034482758621,-0.0704926,-0.5456964884852541,-0.5456964884852541,0.00420883,0.023998275,0.00021585873,1.0
5640000,2.1990123,841.1739130434783,-0.05867893,-0.29157720269127324,-0.29157720269127324,0.0039455136,0.028481346,0.00021554908,1.0
5660000,2.2233868,873.0909090909091,-0.067291446,-0.5557217063463252,-0.5557217063463252,0.0050085457,0.023723967,0.00021523908,1.0
5680000,2.0631127,787.92,-0.041567795,-0.4307999315857887,-0.4307999315857887,0.00794741,0.026567329,0.00021492864,1.0
5700000,2.0782738,825.28,-0.05961587,-0.24825592011213302,-0.24825592011213302,0.007137129,0.025963154,0.00021461846,1.0
5720000,2.0625544,770.3333333333334,-0.024111973,0.060259349920131544,0.060259349920131544,0.0067859543,0.025941774,0.00021430732,1.0
5740000,2.090237,704.7931034482758,-0.042584643,-0.5349171929832163,-0.5349171929832163,0.0077084526,0.024492577,0.00021399712,1.0
5760000,2.1526883,726.2,-0.030578293,-0.32891995877027513,-0.32891995877027513,0.008753912,0.025613423,0.00021368728,1.0
5780000,2.030332,758.44,-0.05663243,-0.32113192439079286,-0.32113192439079286,0.00332142,0.023504436,0.00021345496,1.0
5800000,2.121977,727.2333333333333,-0.021658948,-0.22995329822103183,-0.22995329822103183,0.011972653,0.023432251,0.00021322274,1.0
5820000,1.9112155,645.6666666666666,-0.00021128853,-0.3813765771687031,-0.3813765771687031,0.0180765,0.020062793,0.0002129141,1.0
5840000,2.0439208,621.7586206896551,-0.03963199,-0.17571027088781882,-0.17571027088781882,0.015671086,0.020050459,0.00021260497,1.0
5860000,2.0170383,754.2666666666667,-0.032384153,0.10961343621214231,0.10961343621214231,0.010553274,0.02357858,0.000212296,1.0
5880000,1.9386455,764.1153846153846,-0.018534059,-0.5552768105497727,-0.5552768105497727,0.015305755,0.023806263,0.00021198715,1.0
5900000,1.981622,622.2258064516129,-0.020205328,-0.22129995135530348,-0.22129995135530348,0.014084943,0.02555807,0.00021167746,1.0
5920000,1.9177502,526.3333333333334,0.054588724,0.43330518232706267,0.43330518232706267,0.017095735,0.02666799,0.00021136798,1.0
5940000,1.8294263,642.65625,0.026729483,-0.376883820900994,-0.376883820900994,0.009906609,0.024912227,0.00021105955,1.0
5960000,1.8002679,557.6388888888889,0.040599406,0.05122976709862013,0.05122976709862013,0.018095251,0.024124134,0.0002107507,1.0
5980000,1.7841008,625.4666666666667,0.0477267,0.07232674037416777,0.07232674037416777,0.015088679,0.022263484,0.00021044185,1.0
6000000,1.7488927,771.75,0.011335622,0.058925142822166286,0.058925142822166286,0.010181808,0.023595009,0.00021013337,1.0
6020000,1.8822292,577.5384615384615,0.06720473,0.010094940853424562,0.010094940853424562,0.014672857,0.020442728,0.00020982412,1.0
6040000,1.8349509,721.6296296296297,0.00574375,-0.05763328351356365,-0.05763328351356365,0.013533333,0.020945646,0.00020951538,1.0
6060000,1.8665311,686.1111111111111,0.03501716,0.015029691435672619,0.015029691435672619,0.008910192,0.022280965,0.00020920561,1.0
6080000,1.7989991,592.8235294117648,-0.021156615,-0.24211170655839584,-0.24211170655839584,0.01098824,0.022892997,0.0002088967,1.0
6100000,1.6579579,548.4864864864865,0.040575173,0.5711189822570698,0.5711189822570698,0.017900601,0.027463324,0.00020858759,1.0
6120000,1.8099413,603.6666666666666,0.0044839494,0.3299594409763813,0.3299594409763813,0.014812611,0.022665199,0.00020827792,1.0
6140000,1.6977822,779.8928571428571,-0.0144664645,-0.18852750623020634,-0.18852750623020634,0.014031228,0.019879943,0.00020804357,1.0
6160000,1.7173494,581.84375,0.036862385,0.7285594567656517,0.7285594567656517,0.011033742,0.025572257,0.00020781212,1.0
6180000,1.6718584,473.9512195121951,0.06352643,0.01210493703440922,0.01210493703440922,0.018821461,0.02839809,0.00020750327,1.0
6200000,1.6618253,490.5365853658537,0.08203462,0.38531004413962366,0.38531004413962366,0.021569978,0.02616079,0.00020719494,1.0
6220000,1.5159215,565.7894736842105,0.09526071,0.45598163632185834,0.45598163632185834,0.016225498,0.022795036,0.00020688731,1.0
6240000,1.5600404,576.90625,0.12024029,0.5954531754832715,0.5954531754832715,0.024944825,0.023298603,0.00020657883,1.0
6260000,1.620456,579.972972972973,0.09365182,0.2599263516695876,0.2599263516695876,0.015981693,0.027689358,0.00020626976,1.0
6280000,1.5467325,477.4634146341463,0.14730342,0.5939683459880876,0.5939683459880876,0.019399427,0.023798198,0.00020596149,1.0
6300000,1.5414847,635.6,0.063695155,0.21207670147220295,0.21207670147220295,0.010236497,0.023347747,0.00020565139,1.0
6320000,1.5260844,381.2641509433962,0.15456024,0.5513207891358519,0.5513207891358519,0.027313057,0.022395756,0.00020534167,1.0
6340000,1.5608425,611.0857142857143,0.12694503,0.4717147771049948,0.4717147771049948,0.01705888,0.023102194,0.00020503311,1.0
6360000,1.5093428,446.10869565217394,0.17253709,0.6255574759016646,0.6255574759016646,0.019483805,0.018920274,0.00020472483,1.0
6380000,1.4544815,336.3818181818182,0.22013083,0.5260073027827523,0.5260073027827523,0.03073379,0.021112386,0.00020441634,1.0
6400000,1.5201888,474.0952380952381,0.18951151,0.23463417553320165,0.23463417553320165,0.02058952,0.022144672,0.00020410737,1.0
6420000,1.447092,395.2608695652174,0.23191015,0.8328915333494227,0.8328915333494227,0.02628138,0.02066117,0.0002037977,1.0
6440000,1.4144036,725.0322580645161,0.1880449,-0.017922510302835894,-0.017922510302835894,0.01238892,0.02673667,0.00020348738,1.0
6460000,1.399039,488.04761904761904,0.21090975,0.5052000256255269,0.5052000256255269,0.021156827,0.022625782,0.00020317774,1.0
6480000,1.3429687,420.51063829787233,0.27168462,0.4773326823297812,0.4773326823297812,0.023100592,0.022917178,0.00020294418,1.0
6500000,1.3902466,432.0,0.10990621,0.5664674414564734,0.5664674414564734,0.026628412,0.02373692,0.00020271231,1.0
6520000,1.4337236,479.3421052631579,0.13930327,0.3215684420184085,0.3215684420184085,0.016816404,0.024164544,0.00020240323,1.0
6540000,1.3806759,345.07272727272726,0.23490973,0.8355345777489922,0.8355345777489922,0.03072387,0.023990136,0.00020209308,1.0
6560000,1.3658714,375.10714285714283,0.2206073,0.6503268122406942,0.6503268122406942,0.028763723,0.02718987,0.00020178381,1.0
6580000,1.405601,411.85714285714283,0.20988286,0.5049877908765054,0.5049877908765054,0.03235433,0.023669733,0.00020147458,1.0
6600000,1.4226246,432.82608695652175,0.24361725,0.9243282981864784,0.9243282981864784,0.018242415,0.030226309,0.00020116495,1.0
6620000,1.4296716,413.4375,0.23225912,0.7934083964986106,0.7934083964986106,0.024084864,0.027013935,0.00020085633,1.0
6640000,1.4046948,322.8125,0.2587268,0.6370187693974003,0.6370187693974003,0.02524323,0.026829358,0.00020054777,1.0
6660000,1.3725225,317.864406779661,0.33760348,1.011554251282902,1.011554251282902,0.03324257,0.02423676,0.00020023822,1.0
6680000,1.3958017,431.8695652173913,0.3159594,0.7622761394342651,0.7622761394342651,0.027156495,0.021452017,0.00019992862,1.0
6700000,1.3194442,337.69354838709677,0.32616428,0.9837113148983447,0.9837113148983447,0.024648499,0.030687656,0.00019961933,1.0
6720000,1.364511,344.8679245283019,0.25824517,0.6633811591649955,0.6633811591649955,0.030677669,0.023143433,0.00019931025,1.0
6740000,1.3780731,594.4054054054054,0.17391823,0.33593520139520233,0.33593520139520233,0.01346237,0.02104901,0.00019900149,1.0
6760000,1.382639,469.1219512195122,0.22434293,0.6687300398945808,0.6687300398945808,0.0190989,0.020152133,0.00019869301,1.0
6780000,1.2999495,316.6949152542373,0.27562094,0.6032700207084417,0.6032700207084417,0.026399756,0.02098447,0.00019838288,1.0
6800000,1.3714682,488.06666666666666,0.19707952,0.6561795970933004,0.6561795970933004,0.019195974,0.026018957,0.00019815007,1.0
6820000,1.3485042,422.3404255319149,0.21709149,0.8055750266648829,0.8055750266648829,0.019834474,0.02346805,0.00019791868,1.0
6840000,1.3354223,501.3333333333333,0.20833237,0.08025717185366721,0.08025717185366721,0.02017519,0.02513478,0.00019760939,1.0
6860000,1.3298417,361.59183673469386,0.2719645,0.8718694227994704,0.8718694227994704,0.030262552,0.024837498,0.00019730159,1.0
6880000,1.3224328,642.6666666666666,0.19556952,0.2216600437959035,0.2216600437959035,0.016728867,0.02810796,0.0001969919,1.0
6900000,1.2867831,413.53061224489795,0.194563,0.30950002220212197,0.30950002220212197,0.027050443,0.02393099,0.00019668217,1.0
6920000,1.2744477,502.9047619047619,0.19024168,0.1590317600383991,0.1590317600383991,0.014700818,0.027503446,0.0001963726,1.0
6940000,1.3606391,465.75,0.19184168,0.4601800481478373,0.4601800481478373,0.01812686,0.022221256,0.00019606395,1.0
6960000,1.3710464,462.8536585365854,0.1953622,0.5622875262051821,0.5622875262051821,0.023204938,0.024646554,0.000195755,1.0
6980000,1.2745003,398.21153846153845,0.178268,0.8240623018651638,0.8240623018651638,0.02069712,0.021517172,0.0001954455,1.0
7000000,1.4130557,385.76,0.18529668,0.42281002148985863,0.42281002148985863,0.023765001,0.021947192,0.00019513644,1.0
7020000,1.3135396,379.54716981132077,0.22919926,0.987382725884135,0.987382725884135,0.024463035,0.02458048,0.00019482707,1.0
7040000,1.2696499,418.6530612244898,0.14891548,0.4874700282514095,0.4874700282514095,0.027293168,0.022767298,0.00019451833,1.0
7060000,1.2022929,332.1454545454545,0.26649398,0.9393363949927417,0.9393363949927417,0.0257244,0.023647077,0.00019420894,1.0
7080000,1.2145461,448.6595744680851,0.19913448,0.5370435288742833,0.5370435288742833,0.031223081,0.023737699,0.00019389889,1.0
7100000,1.2198569,362.92452830188677,0.30082956,0.8949814938284733,0.8949814938284733,0.022957534,0.02454874,0.0001935904,1.0
7120000,1.2415284,490.81081081081084,0.1379188,0.38271670498781735,0.38271670498781735,0.020853821,0.025153754,0.0001932805,1.0
7140000,1.2098199,583.8918918918919,0.16794062,0.2258769787656955,0.2258769787656955,0.012195089,0.021603577,0.00019304601,1.0
7160000,1.1285756,418.6,0.2525353,0.979880034327507,0.979880034327507,0.017964948,0.021222178,0.00019281483,1.0
7180000,1.2403045,361.2,0.25053996,0.6774920144677162,0.6774920144677162,0.022843817,0.024348397,0.00019250496,1.0
7200000,1.1781906,341.21311475409834,0.26912096,0.7969672383099305,0.7969672383099305,0.02954792,0.019336283,0.0001921956,1.0
7220000,1.1396147,277.2647058823529,0.34772223,0.9865117905771031,0.9865117905771031,0.037126772,0.021838076,0.0001918861,1.0
7240000,1.2916067,470.24444444444447,0.26182768,0.550348908868101,0.550348908868101,0.02219678,0.026243556,0.00019157644,1.0
7260000,1.245173,407.66,0.3006085,0.8109160263836384,0.8109160263836384,0.02330776,0.022421489,0.0001912668,1.0
7280000,1.2138554,463.5,0.2594931,0.1181928932311989,0.1181928932311989,0.021297596,0.023849137,0.00019095629,1.0
7300000,1.1802416,377.6296296296296,0.3336103,0.8432889048148084,0.8432889048148084,0.025343925,0.021776121,0.00019064735,1.0
7320000,1.1843688,380.2448979591837,0.2751978,0.8429000152617084,0.8429000152617084,0.021718886,0.024384335,0.00019033896,1.0
7340000,1.2071822,496.3863636363636,0.2157432,0.49046366272324865,0.49046366272324865,0.019452615,0.020146199,0.00019002889,1.0
7360000,1.2476134,322.06666666666666,0.28146052,0.5696695199457266,0.5696695199457266,0.021526445,0.019834701,0.00018971872,1.0
7380000,1.1520879,341.86206896551727,0.29275182,0.5525152719879555,0.5525152719879555,0.03555205,0.021083362,0.00018941009,1.0
7400000,1.1818556,343.77358490566036,0.2367577,0.7021396604349028,0.7021396604349028,0.027641615,0.021261591,0.00018910086,1.0
7420000,1.127448,352.0169491525424,0.3008674,0.7314576535659322,0.7314576535659322,0.030465942,0.026507404,0.00018879242,1.0
7440000,1.2578329,457.4888888888889,0.23775662,0.4854044884443283,0.4854044884443283,0.026627734,0.02021002,0.00018848332,1.0
7460000,1.2235947,301.3076923076923,0.31342787,0.6668938537056629,0.6668938537056629,0.03360826,0.031133346,0.00018825234,1.0
7480000,1.1969562,322.8615384615385,0.35716054,0.8673562727635726,0.8673562727635726,0.028074862,0.022193464,0.00018801974,1.0
7500000,1.1355715,258.8625,0.41490766,1.069767917195956,1.069767917195956,0.034033086,0.02474948,0.00018771079,1.0
7520000,1.2185959,318.7,0.34311828,0.8385716902712981,0.8385716902712981,0.028280742,0.028726574,0.00018740204,1.0
7540000,1.2065134,346.18518518518516,0.35855305,0.8378148209993486,0.8378148209993486,0.023558624,0.025144665,0.00018709246,1.0
7560000,1.1796687,325.9166666666667,0.36104193,0.821640693787801,0.821640693787801,0.018485637,0.025900215,0.00018678323,1.0
7580000,1.1751492,382.89285714285717,0.30528936,0.7611193230800462,0.7611193230800462,0.02914432,0.026348477,0.00018647438,1.0
7600000,1.2654554,502.9189189189189,0.21388927,0.251994629969468,0.251994629969468,0.02266636,0.02210911,0.00018616428,1.0
7620000,1.2084324,340.9491525423729,0.27963388,0.7680339140154547,0.7680339140154547,0.021410575,0.023640886,0.00018585612,1.0
7640000,1.1462052,378.188679245283,0.22624913,0.39361541517652,0.39361541517652,0.024766147,0.022193652,0.0001855467,1.0
7660000,0.9953605,337.7741935483871,0.337675,1.1174492365311062,1.1174492365311062,0.028908407,0.025157496,0.00018523869,1.0
7680000,1.0923202,344.9491525423729,0.3197219,0.8148305217845965,0.8148305217845965,0.02497765,0.01951556,0.00018493064,1.0
7700000,0.9900355,268.6027397260274,0.42051607,0.9845180812602242,0.9845180812602242,0.0334018,0.02510486,0.00018462224,1.0
7720000,1.1257943,401.61538461538464,0.28305513,0.5090868118798958,0.5090868118798958,0.021140525,0.024560338,0.00018431318,1.0
7740000,1.0306383,330.82142857142856,0.36714748,0.8108375092436161,0.8108375092436161,0.033178873,0.02941839,0.00018400326,1.0
7760000,1.1238475,285.92857142857144,0.3414072,0.9630271486938,0.9630271486938,0.030601252,0.020658918,0.00018369482,1.0
7780000,1.0383632,368.1730769230769,0.3057176,0.6497230877956519,0.6497230877956519,0.023894845,0.022128712,0.0001833846,1.0
7800000,1.0227824,354.60714285714283,0.26888353,0.34943393444908516,0.34943393444908516,0.025182294,0.028345475,0.00018315151,1.0
7820000,0.962857,309.2972972972973,0.33604202,0.8369424965691893,0.8369424965691893,0.023983357,0.020673897,0.00018291935,1.0
7840000,1.0309365,325.48214285714283,0.32865867,0.897093121733131,0.897093121733131,0.0345456,0.020388443,0.0001826114,1.0
7860000,0.99653494,312.44615384615383,0.31678376,0.5402876986907079,0.5402876986907079,0.029484415,0.024548974,0.00018230341,1.0
7880000,1.089112,380.71153846153845,0.26117226,0.7140923298608798,0.7140923298608798,0.024544656,0.021292996,0.0001819955,1.0
7900000,1.0259881,353.75,0.31165898,0.9815115594806579,0.9815115594806579,0.024634343,0.024470877,0.00018168756,1.0
7920000,0.9664724,426.15686274509807,0.29856336,0.9938627960635167,0.9938627960635167,0.02533547,0.02426087,0.00018137967,1.0
7940000,1.0015391,291.61538461538464,0.3428763,0.8073430898097845,0.8073430898097845,0.03017411,0.026327282,0.00018107204,1.0
7960000,1.0327046,289.3235294117647,0.3265829,0.9449647287016406,0.9449647287016406,0.029775675,0.026291337,0.00018076328,1.0
7980000,1.0267749,328.4310344827586,0.36828977,0.8686724451595339,0.8686724451595339,0.03149516,0.024068138,0.00018045501,1.0
8000000,0.9393868,316.7464788732394,0.4161071,0.9145028264799588,0.9145028264799588,0.022949327,0.022819687,0.0001801457,1.0
8020000,1.0004466,421.32608695652175,0.3248762,0.7022733603914578,0.7022733603914578,0.028066032,0.026492037,0.00017983626,1.0
8040000,1.0348104,360.188679245283,0.27045295,0.9127111394924147,0.9127111394924147,0.026632715,0.018514358,0.00017952683,1.0
8060000,1.0583822,401.0208333333333,0.26371184,0.5871020884563526,0.5871020884563526,0.020971093,0.024271578,0.00017921711,1.0
8080000,1.0611163,375.39622641509436,0.28139573,0.9440245581966527,0.9440245581966527,0.028440934,0.02519849,0.00017890809,1.0
8100000,0.96102756,383.03508771929825,0.36385313,0.71210704194872,0.71210704194872,0.021866743,0.026552785,0.00017859827,1.0
8120000,0.9676745,325.2,0.30804244,0.9153250221163034,0.9153250221163034,0.02937138,0.022190312,0.0001782895,1.0
8140000,1.0178087,338.51785714285717,0.30047816,0.7824782005765222,0.7824782005765222,0.026720395,0.0229741,0.00017798011,1.0
8160000,0.995324,245.95238095238096,0.41202372,1.078911776753033,1.078911776753033,0.03238493,0.024675366,0.00017774796,1.0
8180000,0.9455115,286.35820895522386,0.40197596,1.0484537359938693,1.0484537359938693,0.03593885,0.022499613,0.00017751654,1.0
8200000,0.99228334,393.56,0.26492044,0.8550520232319831,0.8550520232319831,0.03065452,0.023924986,0.00017720774,1.0
8220000,0.9734477,375.27272727272725,0.33291242,0.7818446519917676,0.7818446519917676,0.018806592,0.022685314,0.00017689896,1.0
8240000,0.98473966,374.15686274509807,0.34443,0.8205666803553993,0.8205666803553993,0.018061507,0.026754621,0.00017658927,1.0
8260000,1.0317783,418.10869565217394,0.3063158,0.3846977929274241,0.3846977929274241,0.022518754,0.025439613,0.00017628034,1.0
8280000,0.94191486,268.1392405063291,0.42750028,1.0765975169837474,1.0765975169837474,0.02635081,0.025488805,0.00017597184,1.0
8300000,0.9529403,281.2985074626866,0.45904407,1.3147328626086463,1.3147328626086463,0.03355559,0.021729378,0.00017566246,1.0
