Steps,Policy/Entropy,Environment/Episode Length,Policy/Extrinsic Value Estimate,Policy/Curiosity Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Policy/Curiosity Reward,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Losses/Curiosity Forward Loss,Losses/Curiosity Inverse Loss,Is Training
20000,2.804574,351.7291666666667,-0.12413344,0.31197163,-1.0092625051426392,-1.0092625051426392,2.6539909006484472,0.04233642,0.027623562,0.00029968837,3.8736408,3.2061462,1.0
40000,2.7888727,581.6451612903226,-0.14878601,0.547763,-1.1805096782984272,-1.1805096782984272,7.504624738207748,0.01335843,0.0227562,0.000299224,0.62808734,3.0282016,1.0
60000,2.7725573,648.9090909090909,-0.14473069,0.6661341,-1.181612116369334,-1.181612116369334,5.150667738705648,0.004088696,0.025628865,0.00029860414,0.37340158,2.9885564,1.0
80000,2.7626383,634.8275862068965,-0.15886123,0.6655964,-1.2233172375066528,-1.2233172375066528,3.4605654754900725,0.004810635,0.023325082,0.00029798714,0.2710114,2.9394298,1.0
100000,2.7454312,690.5862068965517,-0.16674586,0.63307685,-1.0207827497145225,-1.0207827497145225,3.288292753221146,0.0029442338,0.025305262,0.00029737016,0.23314056,2.7675753,1.0
120000,2.7333663,661.7333333333333,-0.14916259,0.58953756,-0.9974999879797299,-0.9974999879797299,2.5471550513990224,0.0021018072,0.021139376,0.00029675337,0.1784312,2.801268,1.0
140000,2.7287319,644.2647058823529,-0.1501014,0.52130634,-1.0903878595792886,-1.0903878595792886,1.9678219790485771,0.0020866164,0.027784,0.00029613485,0.1500439,2.7188509,1.0
160000,2.6825044,707.6666666666666,-0.13715144,0.45891902,-1.0779357235878706,-1.0779357235878706,2.2012832021074638,0.0025503654,0.025603596,0.00029551814,0.1523373,2.554016,1.0
180000,2.723028,740.9166666666666,-0.1297628,0.43327996,-0.8942479890584946,-0.8942479890584946,2.3673678747937084,0.0018782367,0.023208,0.00029489945,0.15111627,2.648521,1.0
200000,2.7415607,689.483870967742,-0.13966714,0.39818704,-1.0469354763627052,-1.0469354763627052,1.8991001937838812,0.0032223724,0.026528418,0.00029428047,0.1243377,2.753562,1.0
